mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.9,"65 km ENE of Nikolski, Alaska",1649720467220,1649742672220,,https://earthquake.usgs.gov/earthquakes/eventpage/av91054523,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91054523&format=geojson,,,,,reviewed,0,12,av,91054523,",av91054523,",",av,",",origin,phase-data,",6.0,,0.29,322.0,ml,earthquake,"M 0.9 - 65 km ENE of Nikolski, Alaska"
3.24,"13km WNW of Calipatria, CA",1649720420790,1650920358040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39990551&format=geojson,20.0,3.4,,,reviewed,0,168,ci,39990551,",ci39990551,us7000h1dr,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",76.0,0.02046,0.2,31.0,ml,earthquake,"M 3.2 - 13km WNW of Calipatria, CA"
1.6,"20 km WNW of Sitka, Alaska",1649720406298,1649894130580,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nf7lx1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nf7lx1&format=geojson,,,,,reviewed,0,39,ak,0224nf7lx1,",ak0224nf7lx1,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.6 - 20 km WNW of Sitka, Alaska"
3.09,"63 km N of Hatillo, Puerto Rico",1649720108610,1649722571990,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344273,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71344273&format=geojson,,,,,reviewed,0,147,pr,71344273,",pr71344273,",",pr,",",origin,phase-data,",14.0,,0.23,265.0,md,earthquake,"M 3.1 - 63 km N of Hatillo, Puerto Rico"
2.0,"25 km E of Akutan, Alaska",1649719680378,1649893717877,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nf51j9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nf51j9&format=geojson,,,,,reviewed,0,62,ak,0224nf51j9,",ak0224nf51j9,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 2.0 - 25 km E of Akutan, Alaska"
1.7,"21 km W of Sitka, Alaska",1649719658735,1649894391865,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nf4w41,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nf4w41&format=geojson,,,,,reviewed,0,44,ak,0224nf4w41,",ak0224nf4w41,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.7 - 21 km W of Sitka, Alaska"
1.6,"20 km WNW of Sitka, Alaska",1649719352625,1649894317401,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nf3t26,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nf3t26&format=geojson,,,,,reviewed,0,39,ak,0224nf3t26,",ak0224nf3t26,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.6 - 20 km WNW of Sitka, Alaska"
1.7,"20 km WNW of Sitka, Alaska",1649719010796,1649894243138,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nf2k5z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nf2k5z&format=geojson,,,,,reviewed,0,44,ak,0224nf2k5z,",ak0224nf2k5z,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.7 - 20 km WNW of Sitka, Alaska"
0.9,"15 km E of Fox, Alaska",1649718373097,1649893680516,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nf0bzb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nf0bzb&format=geojson,,,,,reviewed,0,12,ak,0224nf0bzb,",ak0224nf0bzb,",",ak,",",origin,phase-data,",,,0.38,,ml,explosion,"M 0.9 Explosion - 15 km E of Fox, Alaska"
1.4,"22 km WNW of Sitka, Alaska",1649718150957,1649894167905,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nezilz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nezilz&format=geojson,,,,,reviewed,0,30,ak,0224nezilz,",ak0224nezilz,",",ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 1.4 - 22 km WNW of Sitka, Alaska"
0.9,Southern Alaska,1649717729307,1649895604636,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nepftu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nepftu&format=geojson,,,,,reviewed,0,12,ak,0224nepftu,",ak0224nepftu,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,M 0.9 - Southern Alaska
0.68,"81 km W of Adak, Alaska",1649717540710,1649742465320,,https://earthquake.usgs.gov/earthquakes/eventpage/av91054518,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91054518&format=geojson,,,,,reviewed,0,7,av,91054518,",av91054518,",",av,",",origin,phase-data,",4.0,,0.04,247.0,ml,earthquake,"M 0.7 - 81 km W of Adak, Alaska"
1.7,"22 km W of Sitka, Alaska",1649717505747,1649894431123,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224neom8e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224neom8e&format=geojson,,,,,reviewed,0,44,ak,0224neom8e,",ak0224neom8e,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.7 - 22 km W of Sitka, Alaska"
1.8,"14 km W of Sitka, Alaska",1649717414340,1649894354604,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224neoc3e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224neoc3e&format=geojson,,,,,reviewed,0,50,ak,0224neoc3e,",ak0224neoc3e,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.8 - 14 km W of Sitka, Alaska"
0.22,"81 km W of Adak, Alaska",1649717358860,1649742304390,,https://earthquake.usgs.gov/earthquakes/eventpage/av91054513,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91054513&format=geojson,,,,,reviewed,0,1,av,91054513,",av91054513,",",av,",",origin,phase-data,",4.0,,0.1,251.0,ml,earthquake,"M 0.2 - 81 km W of Adak, Alaska"
1.1,"13 km W of Fishhook, Alaska",1649717342528,1649893643208,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224neo3fd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224neo3fd&format=geojson,,,,,reviewed,0,19,ak,0224neo3fd,",ak0224neo3fd,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.1 - 13 km W of Fishhook, Alaska"
1.4,"47 km SSE of Kokhanok, Alaska",1649717245810,1649895566692,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nenptx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nenptx&format=geojson,,,,,reviewed,0,30,ak,0224nenptx,",ak0224nenptx,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.4 - 47 km SSE of Kokhanok, Alaska"
0.37,"9km WNW of Cobb, CA",1649717054030,1649718075037,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717201,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73717201&format=geojson,,,,,automatic,0,2,nc,73717201,",nc73717201,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.008446,0.01,98.0,md,earthquake,"M 0.4 - 9km WNW of Cobb, CA"
1.75,"5 km S of Indios, Puerto Rico",1649716620510,1649717445840,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344268,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71344268&format=geojson,,,,,reviewed,0,47,pr,71344268,",pr71344268,",",pr,",",origin,phase-data,",4.0,,0.03,217.0,md,earthquake,"M 1.8 - 5 km S of Indios, Puerto Rico"
4.3,"293 km WNW of Haveluloto, Tonga",1649716369451,1651021084040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h28n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h28n&format=geojson,,,,,reviewed,0,284,us,7000h28n,",us7000h28n,",",us,",",origin,phase-data,",,4.649,0.69,123.0,mb,earthquake,"M 4.3 - 293 km WNW of Haveluloto, Tonga"
0.93,"11 km WSW of Chilliwack, Canada",1649716199620,1649805180320,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61830811&format=geojson,,,,,reviewed,0,13,uw,61830811,",uw61830811,",",uw,",",origin,phase-data,",8.0,0.2247,0.49,199.0,md,earthquake,"M 0.9 - 11 km WSW of Chilliwack, Canada"
0.85,"2km NNW of The Geysers, CA",1649716077710,1649717176939,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73717186&format=geojson,,,,,automatic,0,11,nc,73717186,",nc73717186,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.006412,0.02,76.0,md,earthquake,"M 0.9 - 2km NNW of The Geysers, CA"
5.1,south of the Fiji Islands,1649716075862,1650947661040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1dj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h1dj&format=geojson,,,,,reviewed,0,400,us,7000h1dj,",us7000h1dj,",",us,",",origin,phase-data,",,4.5,1.15,41.0,mww,earthquake,M 5.1 - south of the Fiji Islands
1.7,"45km NE of Holtville, CA",1649715656070,1649722542170,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39990535&format=geojson,,,,,reviewed,0,44,ci,39990535,",ci39990535,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.09828,0.28,65.0,ml,quarry blast,"M 1.7 Quarry Blast - 45km NE of Holtville, CA"
0.9,"1 km E of Chickaloon, Alaska",1649715451496,1649893605667,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nehasq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nehasq&format=geojson,,,,,reviewed,0,12,ak,0224nehasq,",ak0224nehasq,",",ak,",",origin,phase-data,",,,0.79,,ml,earthquake,"M 0.9 - 1 km E of Chickaloon, Alaska"
4.6,Reykjanes Ridge,1649715181839,1650946732040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1dc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h1dc&format=geojson,,,,,reviewed,0,326,us,7000h1dc,",us7000h1dc,",",us,",",origin,phase-data,",,12.086,0.69,70.0,mb,earthquake,M 4.6 - Reykjanes Ridge
2.27,"9 km N of Piedmont, Oklahoma",1649714964030,1649775222523,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022hcke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022hcke&format=geojson,1.0,1.0,,,reviewed,0,79,ok,2022hcke,",ok2022hcke,",",ok,",",dyfi,origin,phase-data,",95.0,0.1439717478,0.17,24.0,ml,earthquake,"M 2.3 - 9 km N of Piedmont, Oklahoma"
1.7,"2km SW of Cobb, CA",1649714806870,1649747538895,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73717176&format=geojson,,,,,reviewed,0,44,nc,73717176,",nc73717176,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.00859,0.04,51.0,md,earthquake,"M 1.7 - 2km SW of Cobb, CA"
1.7,"18 km WNW of Sitka, Alaska",1649714715507,1649894280232,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224neeoym,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224neeoym&format=geojson,,,,,reviewed,0,44,ak,0224neeoym,",ak0224neeoym,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.7 - 18 km WNW of Sitka, Alaska"
4.0,south of the Aleutian Islands,1649714605456,1650945897040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1d8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h1d8&format=geojson,,,,,reviewed,0,246,us,7000h1d8,",ak0224neeaes,us7000h1d8,",",ak,us,",",origin,phase-data,",,1.242,0.76,187.0,mb,earthquake,M 4.0 - south of the Aleutian Islands
1.7,"21 km WNW of Sitka, Alaska",1649714485025,1649894054746,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224neduty,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224neduty&format=geojson,,,,,reviewed,0,44,ak,0224neduty,",ak0224neduty,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 1.7 - 21 km WNW of Sitka, Alaska"
1.6,"21 km W of Sitka, Alaska",1649714219244,1649893979984,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ne4a90,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ne4a90&format=geojson,,,,,reviewed,0,39,ak,0224ne4a90,",ak0224ne4a90,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.6 - 21 km W of Sitka, Alaska"
2.29,"14km ENE of Ridgecrest, CA",1649714165430,1649718996100,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39990511&format=geojson,,,,,reviewed,0,81,ci,39990511,",ci39990511,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.09294,0.13,68.0,ml,earthquake,"M 2.3 - 14km ENE of Ridgecrest, CA"
1.2,"33 km WNW of Ninilchik, Alaska",1649714157665,1649895528612,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ne42eu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ne42eu&format=geojson,,,,,reviewed,0,22,ak,0224ne42eu,",ak0224ne42eu,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 1.2 - 33 km WNW of Ninilchik, Alaska"
4.0,south of the Fiji Islands,1649713825682,1650940991040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h28r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h28r&format=geojson,,,,,reviewed,0,246,us,7000h28r,",us7000h28r,",",us,",",origin,phase-data,",,4.078,0.87,151.0,mb,earthquake,M 4.0 - south of the Fiji Islands
0.8,"12 km W of Point Possession, Alaska",1649712847614,1649893528543,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndzgkm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndzgkm&format=geojson,,,,,reviewed,0,10,ak,0224ndzgkm,",ak0224ndzgkm,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 0.8 - 12 km W of Point Possession, Alaska"
1.18,"4km NNW of Murrieta Hot Springs, CA",1649712767670,1649720471749,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990503,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39990503&format=geojson,,,,,reviewed,0,21,ci,39990503,",ci39990503,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.02111,0.13,83.0,ml,earthquake,"M 1.2 - 4km NNW of Murrieta Hot Springs, CA"
-0.13,"3km W of Cobb, CA",1649712635770,1649782831596,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73717161&format=geojson,,,,,reviewed,0,0,nc,73717161,",nc73717161,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01244,0.01,176.0,md,earthquake,"M -0.1 - 3km W of Cobb, CA"
-0.2,"98 km NNW of Karluk, Alaska",1649712607730,1649741218180,,https://earthquake.usgs.gov/earthquakes/eventpage/av91536091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91536091&format=geojson,,,,,reviewed,0,0,av,91536091,",av91536091,",",av,",",origin,phase-data,",9.0,,0.15,81.0,ml,earthquake,"M -0.2 - 98 km NNW of Karluk, Alaska"
1.38,"9km E of Ojai, CA",1649712010490,1649718446757,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39990487&format=geojson,,,,,reviewed,0,29,ci,39990487,",ci39990487,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.006675,0.21,79.0,ml,earthquake,"M 1.4 - 9km E of Ojai, CA"
1.97,"8 km S of Princeton, Canada",1649711729000,1649715847690,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61830796&format=geojson,,,,,reviewed,0,60,uw,61830796,",uw61830796,",",uw,",",origin,phase-data,",8.0,0.5808,0.49,229.0,md,explosion,"M 2.0 Explosion - 8 km S of Princeton, Canada"
1.6,"20 km WNW of Sitka, Alaska",1649711689679,1649894092025,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndv9fr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndv9fr&format=geojson,,,,,reviewed,0,39,ak,0224ndv9fr,",ak0224ndv9fr,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.6 - 20 km WNW of Sitka, Alaska"
2.25999999,"10 km E of P?hala, Hawaii",1649711420990,1649711610290,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72981097,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72981097&format=geojson,,,,,automatic,0,79,hv,72981097,",hv72981097,",",hv,",",origin,phase-data,",27.0,,0.0799999982,204.0,md,earthquake,"M 2.3 - 10 km E of P?hala, Hawaii"
1.4,"55 km NNE of Petersville, Alaska",1649711211642,1649893491315,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndtjvr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndtjvr&format=geojson,,,,,reviewed,0,30,ak,0224ndtjvr,",ak0224ndtjvr,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.4 - 55 km NNE of Petersville, Alaska"
1.08,"5km W of Cobb, CA",1649711204850,1649713643579,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73717151&format=geojson,,,,,automatic,0,18,nc,73717151,",nc73717151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.01255,0.03,74.0,md,earthquake,"M 1.1 - 5km W of Cobb, CA"
1.8,"16 km WNW of Sitka, Alaska",1649711160399,1649894017538,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndtfwn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndtfwn&format=geojson,,,,,reviewed,0,50,ak,0224ndtfwn,",ak0224ndtfwn,",",ak,",",origin,phase-data,",,,0.99,,ml,earthquake,"M 1.8 - 16 km WNW of Sitka, Alaska"
4.8,"127 km NE of Hihifo, Tonga",1649711011224,1650934228040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h28j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h28j&format=geojson,,,,,reviewed,0,354,us,7000h28j,",us7000h28j,",",us,",",origin,phase-data,",,1.681,0.87,124.0,mb,earthquake,"M 4.8 - 127 km NE of Hihifo, Tonga"
1.7,"20 km WNW of Sitka, Alaska",1649710815749,1649893830309,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nds6sm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nds6sm&format=geojson,,,,,reviewed,0,44,ak,0224nds6sm,",ak0224nds6sm,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.7 - 20 km WNW of Sitka, Alaska"
-0.48,"86 km NNW of Karluk, Alaska",1649710622680,1649741021250,,https://earthquake.usgs.gov/earthquakes/eventpage/av91054508,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91054508&format=geojson,,,,,reviewed,0,0,av,91054508,",av91054508,",",av,",",origin,phase-data,",7.0,,0.12,167.0,ml,earthquake,"M -0.5 - 86 km NNW of Karluk, Alaska"
1.0,"1 km NE of Chickaloon, Alaska",1649710184912,1649893454068,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndhbjr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndhbjr&format=geojson,,,,,reviewed,0,15,ak,0224ndhbjr,",ak0224ndhbjr,",",ak,",",origin,phase-data,",,,0.83,,ml,earthquake,"M 1.0 - 1 km NE of Chickaloon, Alaska"
-0.19,"86 km NNW of Karluk, Alaska",1649710118220,1649740745830,,https://earthquake.usgs.gov/earthquakes/eventpage/av91054503,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91054503&format=geojson,,,,,reviewed,0,0,av,91054503,",av91054503,",",av,",",origin,phase-data,",8.0,,0.16,164.0,ml,earthquake,"M -0.2 - 86 km NNW of Karluk, Alaska"
1.9,"21 km S of False Pass, Alaska",1649710105692,1649895491392,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndh2bt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndh2bt&format=geojson,,,,,reviewed,0,56,ak,0224ndh2bt,",ak0224ndh2bt,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.9 - 21 km S of False Pass, Alaska"
0.83,Western Montana,1649710082100,1650322965160,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80543494,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80543494&format=geojson,,,,,reviewed,0,11,mb,80543494,",mb80543494,",",mb,",",origin,phase-data,",8.0,0.029,0.1,98.0,ml,earthquake,M 0.8 - Western Montana
1.7,"21 km W of Sitka, Alaska",1649710003055,1649893942452,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndgo8h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndgo8h&format=geojson,,,,,reviewed,0,44,ak,0224ndgo8h,",ak0224ndgo8h,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.7 - 21 km W of Sitka, Alaska"
4.0,"247 km E of Levuka, Fiji",1649709850547,1650049083040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h28i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h28i&format=geojson,,,,,reviewed,0,246,us,7000h28i,",us7000h28i,",",us,",",origin,phase-data,",,3.427,0.51,109.0,mb,earthquake,"M 4.0 - 247 km E of Levuka, Fiji"
1.1,"10 km WSW of Nenana, Alaska",1649709579188,1649893416697,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndf5wp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndf5wp&format=geojson,,,,,reviewed,0,19,ak,0224ndf5wp,",ak0224ndf5wp,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 1.1 - 10 km WSW of Nenana, Alaska"
1.90999997,"9 km E of P?hala, Hawaii",1649709404380,1649709591970,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72981067,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72981067&format=geojson,,,,,automatic,0,56,hv,72981067,",hv72981067,",",hv,",",origin,phase-data,",41.0,,0.109999999,160.0,md,earthquake,"M 1.9 - 9 km E of P?hala, Hawaii"
1.7,Southeastern Alaska,1649709275648,1649893905275,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nde32k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nde32k&format=geojson,,,,,reviewed,0,44,ak,0224nde32k,",ak0224nde32k,",",ak,",",origin,phase-data,",,,1.01,,ml,earthquake,M 1.7 - Southeastern Alaska
1.02,"12km WSW of Toms Place, CA",1649709267300,1649727796000,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73717131&format=geojson,,,,,reviewed,0,16,nc,73717131,",nc73717131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.08923,0.02,131.0,md,earthquake,"M 1.0 - 12km WSW of Toms Place, CA"
1.77999997,"22 km W of Volcano, Hawaii",1649709235830,1649709705475,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72981062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72981062&format=geojson,1.0,2.0,,,automatic,0,49,hv,72981062,",hv72981062,",",hv,",",dyfi,origin,phase-data,",32.0,,0.170000002,57.0,md,earthquake,"M 1.8 - 22 km W of Volcano, Hawaii"
1.2,"46 km W of Cantwell, Alaska",1649709095070,1649893379119,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nddfzj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nddfzj&format=geojson,,,,,reviewed,0,22,ak,0224nddfzj,",ak0224nddfzj,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.2 - 46 km W of Cantwell, Alaska"
1.5,"124 km WSW of Adak, Alaska",1649708322992,1649895453966,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ndao6j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ndao6j&format=geojson,,,,,reviewed,0,35,ak,0224ndao6j,",ak0224ndao6j,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 1.5 - 124 km WSW of Adak, Alaska"
1.6,"11 km WSW of Nenana, Alaska",1649708132874,1649893341890,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nda09q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224nda09q&format=geojson,,,,,reviewed,0,39,ak,0224nda09q,",ak0224nda09q,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 1.6 - 11 km WSW of Nenana, Alaska"
1.58,"1 km S of Mill Creek, Oklahoma",1649708058399,1649777600294,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022hcgj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022hcgj&format=geojson,,,,,reviewed,0,38,ok,2022hcgj,",ok2022hcgj,",",ok,",",origin,phase-data,",23.0,0.2150577983,0.34,89.0,ml,quarry blast,"M 1.6 Quarry Blast - 1 km S of Mill Creek, Oklahoma"
0.15,"5km WNW of The Geysers, CA",1649708007820,1649733442490,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73717116&format=geojson,,,,,reviewed,0,0,nc,73717116,",nc73717116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01681,0.03,73.0,md,earthquake,"M 0.2 - 5km WNW of The Geysers, CA"
0.4,"14 km NE of West Yellowstone, Montana",1649707212030,1649710022490,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60490357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60490357&format=geojson,,,,,reviewed,0,2,uu,60490357,",uu60490357,",",uu,",",origin,phase-data,",11.0,0.02374,0.17,127.0,md,earthquake,"M 0.4 - 14 km NE of West Yellowstone, Montana"
-0.84,"63 km ENE of Pedro Bay, Alaska",1649706953930,1649738007400,,https://earthquake.usgs.gov/earthquakes/eventpage/av91536081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91536081&format=geojson,,,,,reviewed,0,0,av,91536081,",av91536081,",",av,",",origin,phase-data,",4.0,,0.04,147.0,ml,earthquake,"M -0.8 - 63 km ENE of Pedro Bay, Alaska"
